Designation (and name)	Prov. Des.	q	Q	EMoid	H	Epoch	M	Peri.	Node	Incl.	e	a	Opps.	Ref.	Designation (and name)	"Discovery date, site and discoverer(s)"
	2013 WM	0.174	3.978	0.00362	23.8	20131104	6.9	40.8	239.4	4.1	0.916	2.076	( 12d)	MPO278157	2013 WM	2013 11 25  F51  Pan-STARRS 1
	2013 VD17	0.907	3.665	0.00371	27.4	20131104	6	138.3	232	4.6	0.603	2.286	( 26d)	MPO281959	2013 VD17	2013 11 14  G96  Mt. Lemmon Survey
	2013 VB14	0.985	2.081	0.18989	21.3	20131104	41.4	84.6	244.9	20	0.358	1.533	( 18d)	MPO278290	2013 VB14	2013 11 11  703  Catalina Sky Survey
	2013 VY13	0.841	2.623	0.04212	21.2	20131104	18	86.9	261.4	5.5	0.514	1.732	( 50d)	MPO281959	2013 VY13	2013 11 12  703  Catalina Sky Survey
	2013 VX13	0.734	3.185	0.02343	22.1	20131104	21.7	301.6	17.4	6.1	0.625	1.959	( 14d)	MPO278290	2013 VX13	2013 11 12  G96  Mt. Lemmon Survey
	2013 VW13	0.711	2.62	0.00227	26.2	20131104	19.6	100.9	227.9	3.5	0.573	1.666	( 21d)	MPO278290	2013 VW13	2013 11 12  G96  Mt. Lemmon Survey
	2013 VP13	0.922	2.928	0.00181	26.1	20131104	13.5	323.4	31.7	5.1	0.521	1.925	(  1d)	MPO275436	2013 VP13	2013 11 11  G96  Mt. Lemmon Survey
	2013 VO13	0.763	1.383	0.05111	22.7	20131104	279.3	283.2	230.6	23.9	0.289	1.073	(  7d)	MPO278290	2013 VO13	2013 11 11  703  Catalina Sky Survey
	2013 VL13	0.931	3.679	0.0104	24.7	20131104	7	155.1	211.3	4.3	0.596	2.305	( 11d)	MPO278290	2013 VL13	2013 11 10  703  Catalina Sky Survey
	2013 VK13	0.92	2.68	0.00606	26	20131104	340.8	221.3	237.5	6.5	0.489	1.8	(  9d)	MPO278290	2013 VK13	2013 11 10  G96  Mt. Lemmon Survey
	2013 VJ13	0.779	2.945	0.00727	23.9	20131104	19	291.8	37.8	10.2	0.582	1.862	( 27d)	MPO278290	2013 VJ13	2013 11 10  G96  Mt. Lemmon Survey
	2013 VH13	0.943	3.684	0.01374	25.1	20131104	10.1	342.6	13.4	3.5	0.592	2.314	(  2d)	MPO275435	2013 VH13	2013 11 10  G96  Mt. Lemmon Survey
	2013 VG13	0.674	1.416	0.10165	21.8	20131104	262.2	24.6	156.7	7.8	0.355	1.045	( 28d)	MPO278290	2013 VG13	2013 11 09  G96  Mt. Lemmon Survey
	2013 VF13	0.985	3.472	0.0536	21.4	20131104	338.5	320.7	162.5	11.1	0.558	2.228	( 87d)	MPO285784	2013 VF13	2013 11 09  G96  Mt. Lemmon Survey
	2013 VE13	0.654	1.648	0.23224	20.9	20131104	67.4	222.8	63	25.8	0.432	1.151	( 17d)	MPO278290	2013 VE13	2013 11 09  703  Catalina Sky Survey
	2013 VC13	0.63	2.456	0.0565	18.7	20131104	42	61.8	200	7.2	0.592	1.543	( 13d)	MPO278290	2013 VC13	2013 11 08  G96  Mt. Lemmon Survey
	2013 VA12	0.754	1.71	0.02244	22.7	20131104	53.9	57.3	248.2	2.8	0.388	1.232	( 16d)	MPO278290	2013 VA12	2013 11 08  703  Catalina Sky Survey
	2013 VY11	0.924	3.096	0.00619	25.9	20131104	13.1	193.7	160.6	0.7	0.54	2.01	(  4d)	MPO275433	2013 VY11	2013 11 06  F51  Pan-STARRS 1
	2013 VP11	0.776	3.777	0.01565	25.6	20131104	11.1	279.7	60.5	3.1	0.659	2.277	(  6d)	MPO275432	2013 VP11	2013 11 08  703  Catalina Sky Survey
	2013 VO11	0.787	1.611	0.00454	28.3	20131104	39.8	273.7	53	2	0.344	1.199	(  3d)	MPO275432	2013 VO11	2013 11 09  703  Catalina Sky Survey
	2013 VK11	0.995	2.99	0.01308	26.9	20131104	1.5	346.2	49.1	9.4	0.501	1.992	(  5d)	MPO275432	2013 VK11	2013 11 09  703  Catalina Sky Survey
	2013 VJ11	0.895	2.087	0.00198	27.9	20131104	18	160.3	197.2	0.2	0.4	1.491	(  2d)	MPO275431	2013 VJ11	2013 11 09  703  Catalina Sky Survey
	2013 VC10	0.994	2.145	0.0308	24.8	20131104	330.4	239.5	224.7	2.1	0.366	1.57	( 54d)	E2014-D09	2013 VC10	2013 11 08  G96  Mt. Lemmon Survey
	2013 VA10	0.273	2.063	0.00965	22.1	20131104	39.2	164.4	104.9	1	0.766	1.168	( 17d)	MPO278290	2013 VA10	2013 11 08  J75
	2013 VY9	0.874	2.202	0.03601	23.7	20131104	25.1	194.4	145.8	3	0.432	1.538	( 22d)	MPO278290	2013 VY9	2013 11 06  G96  Mt. Lemmon Survey
	2013 VO5	0.395	2.165	0.01789	21.3	20131104	33.8	211	74.1	2	0.691	1.28	( 56d)	MPO281958	2013 VO5	2013 11 06  703  Catalina Sky Survey
	2013 VN5	0.919	2.572	0.00038	27.4	20131104	13.3	140.6	220.7	4.6	0.474	1.745	(  2d)	MPO275430	2013 VN5	2013 11 06  F51  Pan-STARRS 1
	2013 VM5	0.9	4.474	0.00297	25.7	20131104	8.2	233	119.8	1.1	0.665	2.687	( 22d)	MPO278289	2013 VM5	2013 11 04  F51  Pan-STARRS 1
	2013 VL5	0.973	4.092	0.00308	26.3	20131104	5.2	167.1	207.4	1.7	0.616	2.532	(  4d)	MPO275429	2013 VL5	2013 11 04  F51  Pan-STARRS 1
	2013 VK5	0.51	1.945	0.18614	20.5	20131104	49.4	215.5	68	19.4	0.584	1.228	( 53d)	MPO281958	2013 VK5	2013 11 04  703  Catalina Sky Survey
	2013 VZ4	0.925	3.115	0.00994	22.9	20131104	21.4	136.8	196.1	7.3	0.542	2.02	( 24d)	MPO278289	2013 VZ4	2013 11 04  F51  Pan-STARRS 1
	2013 VX4	0.977	2.722	0.00315	23.7	20131104	348.8	351.9	83.5	3	0.472	1.849	( 35d)	MPO275429	2013 VX4	2013 11 04  703  Catalina Sky Survey
	2013 VW4	0.879	2.319	0.02261	25.8	20131104	23.7	118.5	220.7	8.2	0.451	1.599	(  6d)	MPO275429	2013 VW4	2013 11 04  G96  Mt. Lemmon Survey
	2013 VQ4	0.792	1.439	0.19513	21.8	20131104	233.3	343.7	207.7	13.6	0.29	1.116	( 33d)	MPO278289	2013 VQ4	2013 11 04  F51  Pan-STARRS 1
	2013 VO4	0.999	2.117	0.02668	27.1	20131104	347.2	209.3	220.4	4.4	0.359	1.558	( 10d)	MPO275428	2013 VO4	2013 11 04  G96  Mt. Lemmon Survey
	2013 VH2	1	3.972	0.01794	27.4	20131104	356.3	197.8	221.7	3.8	0.598	2.486	(  4d)	MPO275427	2013 VH2	2013 11 02  G96  Mt. Lemmon Survey
	2013 VG2	0.888	4.339	0.00675	26.4	20131104	352.6	226.5	219	5.9	0.66	2.614	(  2d)	MPO275426	2013 VG2	2013 11 02  703  Catalina Sky Survey
	2013 VL	0.84	1.524	0.00422	27.7	20131104	46.9	106.2	218.1	7.5	0.289	1.182	(  7d)	MPO275426	2013 VL	2013 11 01  703  Catalina Sky Survey
	2013 VK	0.977	1.81	0.03029	24.6	20131104	23.3	142.6	215.7	22.9	0.299	1.394	(  7d)	MPO275425	2013 VK	2013 11 01  703  Catalina Sky Survey
	2013 UM9	0.915	1.513	0.0185	24.8	20131104	53.3	283.2	38.9	2.9	0.246	1.214	( 13d)	MPO275424	2013 UM9	2013 10 30  703  Catalina Sky Survey
	2013 UK9	0.972	2.857	0.02301	26.2	20131104	12.3	144.4	218.3	7.1	0.492	1.914	(  7d)	MPO275424	2013 UK9	2013 10 30  703  Catalina Sky Survey
	2013 UJ9	0.971	3.537	0.00997	26.5	20131104	355.2	206.4	216.9	6.3	0.569	2.254	(  4d)	MPO275424	2013 UJ9	2013 10 30  703  Catalina Sky Survey
	2013 UQ8	0.916	2.8	0.00518	25.6	20131104	17.9	6.9	337.7	0.5	0.507	1.858	(  5d)	MPO275422	2013 UQ8	2013 10 28  703  Catalina Sky Survey
	2013 UP8	0.971	4.107	0.03829	16.3	20131104	63.7	187.3	55.2	47.8	0.617	2.539	( 71d)	MPO281958	2013 UP8	2013 10 25  F51  Pan-STARRS 1
	2013 UQ5	0.988	3.341	0.01398	25.6	20131104	11.8	327.3	31.3	2.8	0.544	2.164	( 13d)	MPO275421	2013 UQ5	2013 10 26  G96  Mt. Lemmon Survey
	2013 UM5	0.498	2.19	0.04207	23.7	20131104	325.6	119.4	30	11.5	0.63	1.344	(  8d)	MPO275420	2013 UM5	2013 10 27  G96  Mt. Lemmon Survey
	2013 UL5	0.619	1.63	0.01687	23.4	20131104	62.3	254.4	27.9	26.8	0.449	1.125	( 13d)	MPO275420	2013 UL5	2013 10 27  G96  Mt. Lemmon Survey
	2013 UJ5	0.939	3.69	0.0014	28.2	20131104	11.1	162.1	191.3	0.3	0.594	2.315	(  5d)	MPO275420	2013 UJ5	2013 10 24  G96  Mt. Lemmon Survey
	2013 UH5	0.99	1.683	0.03992	24.1	20131104	339	38.6	39.3	14.4	0.259	1.336	( 12d)	MPO281958	2013 UH5	2013 10 26  703  Catalina Sky Survey
	2013 UT4	0.94	1.202	0.01527	26.2	20131104	74.1	105.5	206.6	5.6	0.122	1.071	(  5d)	MPO275419	2013 UT4	2013 10 25  F51  Pan-STARRS 1
	2013 US4	0.986	1.162	0.05049	26.1	20131104	82.1	279.5	29.7	10	0.082	1.074	(  3d)	MPO275418	2013 US4	2013 10 25  G96  Mt. Lemmon Survey
	2013 UV3	0.577	1.961	0.00133	26.8	20131104	325.6	284.3	213.1	1.3	0.545	1.269	(  4d)	MPO278287	2013 UV3	2013 10 25  G96  Mt. Lemmon Survey
	2013 UT3	0.669	2.376	0.00228	27.1	20131104	33.7	102.7	200.6	1	0.561	1.522	(  2d)	MPO278287	2013 UT3	2013 10 24  G96  Mt. Lemmon Survey
	2013 US3	0.979	1.421	0.01734	21	20131104	243.6	133.6	39.7	12.3	0.184	1.2	(105d)	MPO285782	2013 US3	2013 10 24  G96  Mt. Lemmon Survey
	2013 UF3	0.58	2.694	0.06149	22.2	20131104	326.5	108.7	42.5	14	0.646	1.637	( 32d)	MPO278287	2013 UF3	2013 10 24  G96  Mt. Lemmon Survey
	2013 UE3	0.794	1.256	0.02292	22.8	20131104	256.6	117.2	50.1	3.4	0.225	1.025	( 38d)	MPO281957	2013 UE3	2013 10 24  G96  Mt. Lemmon Survey
	2013 UX2	0.952	1.29	0.00009	29.2	20131104	332.1	227.9	211.7	4.1	0.151	1.121	(  1d)	MPO275415	2013 UX2	2013 10 24  703  Catalina Sky Survey
	2013 UR1	0.601	3.867	0.00144	27.9	20131104	17.2	271.8	30.3	2.7	0.731	2.234	(  7d)	MPO278287	2013 UR1	2013 10 23  G96
	2013 UE1	0.937	3.032	0.01855	24.4	20131104	349.6	236.4	202	2.7	0.528	1.984	( 15d)	MPO275413	2013 UE1	2013 10 22  F51  Pan-STARRS 1
	2013 UD1	0.885	1.742	0.01885	24.7	20131104	42.2	111.1	213.1	5.8	0.326	1.313	( 12d)	MPO275413	2013 UD1	2013 10 22  703  Catalina Sky Survey
	2013 UB1	0.909	3.98	0.0514	20.9	20131104	344.9	173	286.6	6.6	0.628	2.445	(122d)	E2014-D22	2013 UB1	2013 10 21  F51  Pan-STARRS 1
	2013 UZ	0.925	3.89	0.0297	22.4	20131104	13.4	18.2	321.8	4.6	0.616	2.408	( 22d)	MPO278287	2013 UZ	2013 10 20  F51  Pan-STARRS 1
	2013 UY	0.959	1.968	0.0725	20.6	20131104	338	55.7	40	19.5	0.345	1.463	(123d)	E2014-D09	2013 UY	2013 10 18  G96  Mt. Lemmon Survey
	2013 UX	0.747	2.651	0.03665	22	20131104	31.9	51.6	259.6	5.5	0.56	1.699	( 42d)	MPO278287	2013 UX	2013 10 18  G96  Mt. Lemmon Survey
	2013 TV135	0.995	3.867	0.0111	19.5	20131104	11.6	23.7	333.5	6.7	0.591	2.431	(107d)	MPO285782	2013 TV135	2013 10 12  095  G. Borisov
	2013 TT135	0.851	3.435	0.03741	21.7	20131104	24.9	326.9	341.6	6.5	0.603	2.143	( 70d)	MPO281957	2013 TT135	2013 10 14  703  Catalina Sky Survey
	2013 TR135	0.423	4.064	0.02587	23.2	20131104	23.1	18.1	243.3	1.8	0.811	2.244	(  2d)	MPO275404	2013 TR135	2013 10 13  G96  Mt. Lemmon Survey
	2013 TJ135	0.934	4.238	0.1772	20.7	20131104	23.5	276.7	27.9	16	0.639	2.586	(210d)	MPO277281	2013 TJ135	2013 10 12  691  Spacewatch
	2013 TE135	0.567	4.154	0.02275	19.9	20131104	22.5	102.8	182.5	6	0.76	2.36	( 73d)	MPO281957	2013 TE135	2013 10 11  703  Catalina Sky Survey
	2013 TV132	0.976	3.414	0.00319	26.6	20131104	15.5	152.2	192.4	1.8	0.555	2.195	( 21d)	MPO277281	2013 TV132	2013 10 12  G96  Mt. Lemmon Survey
	2013 TR132	0.926	1.975	0.03194	20.1	20131104	27.5	330	35.4	32	0.362	1.451	( 58d)	MPO278286	2013 TR132	2013 10 09  G96  Mt. Lemmon Survey
	2013 TM127	0.74	1.805	0.00348	26.6	20131104	336.1	258.5	204.5	2.6	0.419	1.273	(  1d)	MPO272631	2013 TM127	2013 10 11  703  Catalina Sky Survey
	2013 TL127	0.87	4.161	0.00195	26.7	20131104	14.7	292.3	35.5	0.3	0.654	2.515	(  1d)	MPO272630	2013 TL127	2013 10 10  J75
	2013 TM69	0.864	1.813	0.00862	26.4	20131104	53.4	293.6	10.7	6.6	0.355	1.338	(  4d)	MPO272629	2013 TM69	2013 10 05  F51  Pan-STARRS 1
	2013 TK69	0.939	4.103	0.0584	23.4	20131104	353.6	254.4	176.2	5.1	0.628	2.521	( 95d)	MPO285780	2013 TK69	2013 10 06  F51  Pan-STARRS 1
	2013 TJ69	0.999	3.803	0.096	22	20131104	23.2	121	181.5	10.3	0.584	2.401	(  6d)	MPO272629	2013 TJ69	2013 10 06  F51  Pan-STARRS 1
	2013 TY68	0.878	2.13	0.01193	28	20131104	40.3	117.2	195.9	5	0.416	1.504	(  1d)	MPO272628	2013 TY68	2013 10 06  G96  Mt. Lemmon Survey
	2013 TX68	0.745	2.572	0.00028	25.3	20131104	348.2	288	164.6	1.1	0.551	1.658	(  3d)	MPO272628	2013 TX68	2013 10 06  703  Catalina Sky Survey
	2013 TR12	0.838	3.062	0.00032	28.5	20131104	25.4	303.5	11.2	8.9	0.57	1.95	(  2d)	MPO272618	2013 TR12	2013 10 05  G96  Mt. Lemmon Survey
	2013 TQ12	0.786	2.294	0.03342	23.7	20131104	50.7	274.7	12.6	7.6	0.49	1.54	(  7d)	MPO272618	2013 TQ12	2013 10 05  F51  Pan-STARRS 1
	2013 TH6	0.915	3.193	0.00781	25.8	20131104	23.4	315.9	5.2	10.1	0.555	2.054	(  7d)	MPO272613	2013 TH6	2013 10 05  G96  Mt. Lemmon Survey
	2013 TF6	0.794	1.64	0.14346	21.7	20131104	118.6	39.3	202.6	22.6	0.348	1.217	( 22d)	MPO277266	2013 TF6	2013 10 04  G96  Mt. Lemmon Survey
	2013 TC6	0.86	2.417	0.01034	23.4	20131104	36	120.3	192.8	9.9	0.475	1.639	( 27d)	MPO277266	2013 TC6	2013 10 04  703  Catalina Sky Survey
	2013 TV5	0.997	1.67	0.11962	19	20131104	4.2	69.8	351.3	18.8	0.253	1.334	2	E2014-D19	2013 TV5	2013 10 03  703  Catalina Sky Survey
	2013 TT5	0.96	1.157	0.02501	26.3	20131104	320.5	77.4	12.1	7.3	0.093	1.059	( 13d)	MPO277266	2013 TT5	2013 10 03  F51  Pan-STARRS 1
	2013 TS5	0.567	1.65	0.41557	19.3	20131104	288.1	336.3	195.6	54.3	0.488	1.108	( 54d)	MPO278282	2013 TS5	2013 10 03  703  Catalina Sky Survey
	2013 TP4	0.451	3.311	0.00152	27.3	20131104	30.7	73.4	188.8	6.3	0.76	1.881	(  9d)	MPO272610	2013 TP4	2013 10 03  G96  Mt. Lemmon Survey
	2013 TO4	0.947	3.03	0.00978	25.3	20131104	0.1	204.7	204.2	5.1	0.524	1.988	(  5d)	MPO272609	2013 TO4	2013 10 03  G96  Mt. Lemmon Survey
	2013 TC4	0.988	3.116	0.08565	22.6	20131104	24.3	314.3	4.5	28.9	0.518	2.052	( 21d)	MPO277266	2013 TC4	2013 10 02  G96  Mt. Lemmon Survey
	2013 TL	0.903	2.44	0.0274	22.2	20131104	351.1	61.9	14.9	5.9	0.46	1.671	( 67d)	MPO278282	2013 TL	2013 10 01  691  Spacewatch
	2013 TJ	0.838	3.204	0.02953	25.7	20131104	26.6	118	188.9	25.6	0.585	2.021	(  2d)	MPO272606	2013 TJ	2013 10 01  703  Catalina Sky Survey
	2013 TG	0.719	1.538	0.01568	24.8	20131104	96.6	249.3	9.2	3.1	0.363	1.128	(  8d)	MPO277265	2013 TG	2013 10 01  G96  Mt. Lemmon Survey
	2013 TF	0.747	4.931	0.10817	22.3	20131104	18.9	89	193.4	18.5	0.737	2.839	(  9d)	MPO272605	2013 TF	2013 10 01  703  Catalina Sky Survey
	2013 SF25	0.998	2.149	0.04274	23.9	20131104	2.1	34	5.3	34.5	0.366	1.574	(  4d)	MPO272581	2013 SF25	2013 09 30  703  Catalina Sky Survey
	2013 SC25	0.564	2.644	0.07365	19.1	20131104	327.4	237.9	273.1	10.2	0.648	1.604	( 56d)	MPO281954	2013 SC25	2013 09 29  F51  Pan-STARRS 1
	2013 SW24	0.917	4.412	0.00492	20.9	20131104	17.7	323.5	347.4	6.1	0.656	2.664	( 97d)	MPO285777	2013 SW24	2013 09 27  C94  P. Balanutsa
	2013 SU24	0.986	1.951	0.01122	24.5	20131104	3.9	28.7	9.5	5.4	0.328	1.468	( 69d)	MPO278281	2013 SU24	2013 09 29  703  Catalina Sky Survey
	2013 SC21	0.82	2.62	0.00548	25	20131104	353.6	248.1	185.2	2.8	0.523	1.72	(  9d)	MPO272575	2013 SC21	2013 09 27  F51  Pan-STARRS 1
	2013 SL20	0.646	1.516	0.01559	24.5	20131104	319.8	115.3	8.8	4.3	0.403	1.081	( 21d)	MPO277257	2013 SL20	2013 09 25  G96  Mt. Lemmon Survey
	2013 SK20	0.741	1.701	0.00491	27.4	20131104	343.4	89	2.5	5	0.393	1.221	(  3d)	MPO272574	2013 SK20	2013 09 25  G96  Mt. Lemmon Survey
	2013 SD20	0.846	1.469	0.05564	23.9	20131104	334.2	269.9	180.2	20.3	0.269	1.157	(  8d)	MPO272574	2013 SD20	2013 09 25  703  Catalina Sky Survey
	2013 SB20	0.992	1.179	0.01246	24.8	20131104	261.7	319.9	181.7	7.1	0.086	1.086	(  9d)	MPO272573	2013 SB20	2013 09 24  G96  Mt. Lemmon Survey
	2013 SA20	0.529	2.537	0.0592	21.1	20131104	328.2	141.7	351.3	5.2	0.655	1.533	( 33d)	MPO277257	2013 SA20	2013 09 24  G96  Mt. Lemmon Survey
	2013 SW19	0.95	2.078	0.00914	27	20131104	41.8	316.8	359.5	5.4	0.372	1.514	(  1d)	MPO272573	2013 SW19	2013 09 24  G96  Mt. Lemmon Survey
	2013 ST19	0.938	1.933	0.07447	22.7	20131104	351.5	243.9	176.2	21.1	0.346	1.435	( 12d)	MPO272572	2013 ST19	2013 09 24  F51  Pan-STARRS 1
	2013 SS19	0.478	1.885	0.0923	21.1	20131104	322.1	312.5	185.5	17.3	0.595	1.182	( 34d)	MPO277257	2013 SS19	2013 09 24  G96  Mt. Lemmon Survey
	2013 SR19	0.673	1.626	0.02197	26.3	20131104	87.9	257	0.7	14.5	0.414	1.15	(  1d)	MPO272572	2013 SR19	2013 09 24  G96  Mt. Lemmon Survey
	2013 SP19	0.978	1.592	0.00249	29.2	20131104	48.6	325.9	0.8	2.3	0.239	1.285	(  1d)	MPO272572	2013 SP19	2013 09 24  G96  Mt. Lemmon Survey
	2013 SF	0.866	3.669	0.08876	19.2	20131104	1.1	162.8	250.6	14.6	0.618	2.268	(158d)	E2014-D27	2013 SF	2013 09 17  703  Catalina Sky Survey
	2013 RX80	0.587	3.185	0.15331	18	20131104	350.9	163.5	314	9.2	0.689	1.886	( 23d)	MPO272559	2013 RX80	2013 09 15  J75
	2013 RJ74	0.767	4.84	0.03291	19.1	20131104	342	123.5	349.3	22.3	0.726	2.804	( 84d)	MPO278281	2013 RJ74	2013 09 14  G96  Mt. Lemmon Survey
	2013 RH74	0.927	3.644	0.01781	20.9	20131104	356	226.7	201.1	5.5	0.594	2.285	(160d)	E2014-D27	2013 RH74	2013 09 15  703  Catalina Sky Survey
	2013 RF74	0.979	3.832	0.00724	26.1	20131104	6.9	205.1	176.4	9	0.593	2.405	(  6d)	MPO272555	2013 RF74	2013 09 15  G96  Mt. Lemmon Survey
	2013 RZ73	0.638	2.099	0.02827	20.9	20131104	71	262.3	355.6	25.1	0.534	1.369	( 47d)	MPO277253	2013 RZ73	2013 09 14  703  Catalina Sky Survey
	2013 RV73	0.622	1.648	0.01243	25.4	20131104	95.5	251.6	352.7	8.2	0.452	1.135	( 12d)	MPO274004	2013 RV73	2013 09 14  G96  Mt. Lemmon Survey
	2013 RS73	0.865	4.515	0.00122	27.3	20131104	20	309.8	347.7	5.2	0.678	2.69	(  1d)	MPO270192	2013 RS73	2013 09 13  G96  Mt. Lemmon Survey
	2013 RM73	0.92	2.662	0.00528	26.7	20131104	5.9	45.8	351.3	5.2	0.486	1.791	(  3d)	MPO270192	2013 RM73	2013 09 13  703  Catalina Sky Survey
	2013 RZ53	0.952	1.052	0.00197	31.1	20131104	319.3	89.5	358.1	1.5	0.05	1.002	(  3d)	MPO270192	2013 RZ53	2013 09 13  G96  Mt. Lemmon Survey
	2013 RS43	0.971	1.943	0.00181	27	20131104	13.1	24.2	359.4	0.9	0.334	1.457	(  6d)	MPO270191	2013 RS43	2013 09 12  703  Catalina Sky Survey
	2013 RR43	0.634	2.882	0.00025	25.4	20131104	44.9	93.2	165.2	2	0.639	1.758	( 15d)	MPO274000	2013 RR43	2013 09 12  G96  Mt. Lemmon Survey
	2013 RM43	0.882	3.357	0.07754	19.9	20131104	346.1	67.9	32.1	14.4	0.584	2.12	(162d)	E2014-D19	2013 RM43	2013 09 10  F51  Pan-STARRS 1
	2013 RL43	0.347	3.101	0.01181	23.3	20131104	359.1	289	186.7	4.2	0.799	1.724	(  9d)	MPO274000	2013 RL43	2013 09 10  F51  Pan-STARRS 1
	2013 RG36	0.787	3.06	0.12108	19.9	20131104	45.7	326.5	266.3	14.6	0.591	1.923	(  5d)	MPO270190	2013 RG36	2013 09 05  G96  Mt. Lemmon Survey
	2013 RF36	0.642	3.958	0.34517	16.8	20131104	330.7	181.2	240.9	28.4	0.721	2.3	( 42d)	MPO277249	2013 RF36	2013 09 05  G96  Mt. Lemmon Survey
	2013 RE36	0.669	1.399	0.07304	24.2	20131104	331.1	298.8	166.9	45.3	0.353	1.034	(  4d)	MPO270189	2013 RE36	2013 09 07  568
	2013 RF32	0.558	2.573	0.00083	28.7	20131104	4.3	278.5	162.5	6.3	0.644	1.566	(  1d)	MPO270189	2013 RF32	2013 09 03  F51  Pan-STARRS 1
	2013 RC32	0.909	4.044	0.03164	22.1	20131104	2.6	2.6	46.7	3	0.633	2.476	(147d)	MPO285775	2013 RC32	2013 09 05  703  Catalina Sky Survey
	2013 RO30	0.984	2.853	0.00161	28.4	20131104	29.5	156.5	162.4	8.3	0.487	1.918	(  2d)	MPO270188	2013 RO30	2013 09 05  703  Catalina Sky Survey
	2013 RG21	0.462	2.353	0.35443	20.5	20131104	327.3	146.3	343.6	40.8	0.672	1.407	( 39d)	MPO273997	2013 RG21	2013 09 03  F51  Pan-STARRS 1
	2013 RD21	0.838	5.492	0.09363	18.2	20131104	36.2	67.3	166	29.7	0.735	3.165	( 32d)	MPO273997	2013 RD21	2013 09 01  F51  Pan-STARRS 1
	2013 RC21	0.577	1.797	0.28521	20	20131104	200.9	22.8	153.8	21.8	0.514	1.187	( 27d)	MPO273997	2013 RC21	2013 09 01  F51  Pan-STARRS 1
	2013 RB21	0.734	2.571	0.11856	20.9	20131104	329.9	308	160.5	29	0.556	1.653	(172d)	E2014-D19	2013 RB21	2013 09 01  F51  Pan-STARRS 1
	2013 RX9	0.982	2.445	0.16667	21.6	20131104	76.1	77.6	170.1	16.2	0.427	1.713	( 10d)	MPO270184	2013 RX9	2013 09 03  F51  Pan-STARRS 1
	2013 RV9	0.933	1.399	0.02311	23.6	20131104	331.8	108.1	333.1	3.5	0.2	1.166	(122d)	MPO281952	2013 RV9	2013 09 03  F51  Pan-STARRS 1
	2013 RO9	0.709	1.463	0.08829	23.5	20131104	153.2	36.5	169.7	7.4	0.347	1.086	(  2d)	MPO270183	2013 RO9	2013 09 02  G96  Mt. Lemmon Survey
	2013 RN9	0.832	2.291	0.01519	23.9	20131104	352.2	106	324.6	3.5	0.467	1.562	( 20d)	MPO273996	2013 RN9	2013 09 02  G96  Mt. Lemmon Survey
	2013 RE6	0.848	1.272	0.14451	21.4	20131104	221.2	344.8	192.4	10.4	0.2	1.06	2	MPO277246	2013 RE6	2013 09 02  F51  Pan-STARRS 1
	2013 RC6	0.971	1.974	0.04712	25.5	20131104	9.8	229.1	161	18.3	0.34	1.472	(  4d)	MPO273996	2013 RC6	2013 09 02  G96  Mt. Lemmon Survey
	2013 RZ5	0.639	2.507	0.00269	28.4	20131104	4.6	200	230.6	0.2	0.594	1.573	(  2d)	MPO270181	2013 RZ5	2013 09 02  G96  Mt. Lemmon Survey
	2013 RW5	0.792	2.832	0.05551	22.4	20131104	56	95.6	154.1	11.4	0.563	1.812	( 12d)	MPO270180	2013 RW5	2013 09 01  F51  Pan-STARRS 1
	2013 RU5	0.638	1.846	0.33061	20.4	20131104	284.9	334.4	168.5	43.9	0.487	1.242	( 32d)	MPO273995	2013 RU5	2013 09 01  G96  Mt. Lemmon Survey
	2013 RQ5	0.533	3.601	0.00134	26	20131104	3.9	103.1	337.3	0.6	0.742	2.067	(  4d)	MPO270179	2013 RQ5	2013 09 01  G96  Mt. Lemmon Survey
	2013 RG	0.718	2.919	0.00134	29.4	20131104	5.6	80.9	336.4	1	0.605	1.819	(  1d)	MPO270177	2013 RG	2013 09 02  G96  Mt. Lemmon Survey
	2013 RF	0.656	3.012	0.00748	22.9	20131104	3	275.6	155.1	12	0.642	1.834	(  7d)	MPO273995	2013 RF	2013 09 01  703  Catalina Sky Survey
	2013 QP48	0.827	1.486	0.00084	27.8	20131104	104.9	102	150.7	1.5	0.285	1.156	(  3d)	MPO270166	2013 QP48	2013 08 31  F51  Pan-STARRS 1
	2013 QO48	0.958	2.398	0.01849	26.5	20131104	48.1	131.6	157.8	5	0.429	1.678	(  3d)	MPO270165	2013 QO48	2013 08 31  F51  Pan-STARRS 1
	2013 QM48	0.895	1.405	0.00146	27.4	20131104	104.7	290.5	330.8	7.4	0.222	1.15	( 13d)	MPO270165	2013 QM48	2013 08 30  F51  Pan-STARRS 1
	2013 QK48	0.27	2.903	0.02767	18.2	20131104	95.7	46.9	141.6	19	0.83	1.587	( 33d)	MPO273992	2013 QK48	2013 08 29  F51  Pan-STARRS 1
	2013 QH17	0.989	2.039	0.13597	23.4	20131104	356	255.9	151.2	13.6	0.347	1.514	(  7d)	MPO270150	2013 QH17	2013 08 29  F51  Pan-STARRS 1
	2013 QN11	0.814	2.194	0.00497	22.9	20131104	357	64.2	4.3	7.8	0.459	1.504	( 25d)	MPO273989	2013 QN11	2013 08 29  F51  Pan-STARRS 1
	2013 QH11	0.468	3.477	0.16307	19.6	20131104	50.1	37.5	177.2	15.1	0.763	1.972	( 38d)	MPO273989	2013 QH11	2013 08 26  F51  Pan-STARRS 1
